District,State,Location,Latitude,Longitude,Lithology,Aquifer_Type,Expected_WBZ_Depth_m,Water_Level_m,Expected_Discharge_LPM,pH,EC_uS_cm,Hardness_mg_L,Nitrate_mg_L,Fluoride_mg_L,Recommended_Drilling,Well_Suitability,Expected_Water_Quality
Ballari,Karnataka,KA-Site-1360,14.577496,75.35986,Alluvium,Semi-confined,52,1.94,209,7.02,1809,441,0.0,1.7,Down-the-Hole,Suitable,Poor
Ballari,Karnataka,KA-Site-1361,14.448608,77.754073,Schist,Confined,132,15.99,139,7.14,958,441,38.24,1.15,Auger Drilling,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1362,14.655026,76.537179,Granite,Fractured,53,8.94,67,7.16,1068,176,41.74,0.64,Down-the-Hole,Not Suitable,Moderate
Mysuru,Karnataka,KA-Site-1363,16.197087,76.905584,Basalt,Unconfined,96,28.3,183,8.49,1029,323,19.36,1.25,Cable Tool,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1364,16.890782,75.018272,Gneiss,Semi-confined,148,29.38,105,7.59,465,490,0.0,0.75,Down-the-Hole,Suitable,Moderate
Kolar,Karnataka,KA-Site-1365,13.782164,76.904903,Gneiss,Confined,135,29.51,91,7.62,1025,90,7.61,0.43,Cable Tool,Suitable,Moderate
Belagavi,Karnataka,KA-Site-1366,18.117507,74.647033,Schist,Confined,120,27.58,105,7.99,1079,562,63.65,0.59,Percussion Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-1367,15.007144,76.719627,Gneiss,Semi-confined,81,18.56,92,6.16,449,481,51.9,0.72,Percussion Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-1368,14.382352,74.436015,Laterite,Fractured,105,10.9,81,7.53,1471,254,33.41,1.24,Cable Tool,Suitable,Moderate
Hassan,Karnataka,KA-Site-1369,12.809759,77.519873,Granite,Fractured,123,22.05,136,6.73,283,341,33.01,1.54,Cable Tool,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1370,12.701445,74.953816,Gneiss,Unconfined,141,18.3,122,6.74,1275,199,26.77,1.62,Percussion Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-1371,12.765674,76.910487,Alluvium,Unconfined,79,12.38,221,7.11,1171,130,15.07,0.8,Down-the-Hole,Suitable,Moderate
Belagavi,Karnataka,KA-Site-1372,16.092959,75.869669,Granite,Fractured,155,20.78,72,6.73,1375,563,14.36,0.52,Rotary Drilling,Not Suitable,Moderate
Belagavi,Karnataka,KA-Site-1373,14.080037,75.868389,Schist,Semi-confined,148,5.9,147,6.96,656,20,31.83,0.25,Percussion Drilling,Not Suitable,Good
Davanagere,Karnataka,KA-Site-1374,15.661489,77.977358,Granite,Confined,152,27.77,114,7.57,1030,323,39.89,0.12,Rotary Drilling,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1375,16.725218,78.174264,Laterite,Fractured,129,13.62,91,7.76,100,435,46.69,0.33,Auger Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1376,15.156026,75.619881,Basalt,Confined,169,5.4,133,7.5,954,266,37.38,0.81,Down-the-Hole,Suitable,Moderate
Ballari,Karnataka,KA-Site-1377,11.905983,76.625883,Alluvium,Unconfined,159,6.06,231,7.79,727,288,29.59,1.76,Rotary Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1378,13.280517,75.943944,Laterite,Unconfined,74,6.42,123,7.71,248,34,28.71,0.07,Rotary Drilling,Not Suitable,Good
Tumakuru,Karnataka,KA-Site-1379,15.204789,78.270231,Granite,Confined,126,18.16,98,8.05,918,124,56.1,1.36,Rotary Drilling,Not Suitable,Moderate
Ballari,Karnataka,KA-Site-1380,12.708101,75.858745,Granite,Confined,58,17.06,133,7.38,1438,355,0.43,0.0,Rotary Drilling,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1381,17.655285,78.031705,Alluvium,Fractured,91,7.95,219,7.22,1166,497,49.2,1.0,Down-the-Hole,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1382,14.317186,78.351572,Basalt,Confined,178,20.28,141,8.17,425,424,46.41,0.22,Down-the-Hole,Suitable,Moderate
Hassan,Karnataka,KA-Site-1383,15.149763,77.074745,Laterite,Fractured,146,16.1,55,6.44,1196,432,42.4,0.27,Auger Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-1384,16.12808,77.130133,Basalt,Fractured,77,22.6,137,8.36,317,206,39.58,0.29,Percussion Drilling,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1385,12.152322,78.220065,Basalt,Confined,130,27.67,190,8.07,782,177,46.26,0.63,Cable Tool,Not Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1386,17.36478,74.763308,Alluvium,Unconfined,124,10.76,176,7.36,538,418,46.29,0.0,Down-the-Hole,Suitable,Moderate
Udupi,Karnataka,KA-Site-1387,13.494778,75.700947,Gneiss,Unconfined,101,7.06,122,6.92,175,20,44.53,0.0,Percussion Drilling,Suitable,Good
Udupi,Karnataka,KA-Site-1388,16.033049,78.348243,Laterite,Confined,74,17.76,53,6.85,840,167,13.69,0.59,Cable Tool,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1389,13.57282,77.988962,Laterite,Fractured,163,20.3,67,6.5,731,484,0.0,0.09,Cable Tool,Suitable,Good
Ballari,Karnataka,KA-Site-1390,12.315239,77.958951,Granite,Fractured,95,16.01,114,8.81,953,459,46.1,0.78,Down-the-Hole,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1391,16.537827,74.501975,Alluvium,Semi-confined,140,12.7,222,8.69,1614,160,70.37,0.38,Percussion Drilling,Suitable,Poor
Chitradurga,Karnataka,KA-Site-1392,18.228955,77.375697,Schist,Fractured,132,20.78,108,7.11,1595,153,3.18,1.72,Rotary Drilling,Not Suitable,Poor
Kalaburagi,Karnataka,KA-Site-1393,15.793005,77.661867,Schist,Confined,118,23.96,124,8.63,1149,337,30.17,0.79,Cable Tool,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1394,12.139916,74.719035,Gneiss,Fractured,92,14.58,105,7.65,1109,625,39.29,1.49,Auger Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1395,11.501767,77.434285,Schist,Unconfined,122,27.57,198,7.43,1257,143,6.11,0.52,Percussion Drilling,Not Suitable,Moderate
Kolar,Karnataka,KA-Site-1396,18.372371,77.289328,Basalt,Unconfined,131,26.26,180,7.02,1060,578,50.4,1.12,Auger Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-1397,14.120359,77.819009,Schist,Unconfined,99,6.08,113,6.6,296,383,52.07,1.97,Auger Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1398,11.869483,74.811222,Gneiss,Semi-confined,87,20.67,143,7.78,1523,198,31.98,0.82,Rotary Drilling,Not Suitable,Poor
Dakshina Kannada,Karnataka,KA-Site-1399,13.005912,76.482558,Schist,Unconfined,124,13.65,90,6.46,960,314,18.33,0.18,Rotary Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-1400,13.767549,74.221761,Schist,Fractured,98,28.76,184,7.6,1248,275,83.59,0.44,Auger Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-1401,14.942558,77.299752,Alluvium,Fractured,53,3.04,291,7.25,1889,268,13.53,1.58,Down-the-Hole,Suitable,Poor
Shivamogga,Karnataka,KA-Site-1402,12.032707,75.568229,Basalt,Confined,122,25.57,120,7.96,890,482,38.76,0.8,Down-the-Hole,Suitable,Moderate
Davanagere,Karnataka,KA-Site-1403,18.129816,75.613397,Gneiss,Confined,103,5.76,86,7.36,791,720,39.83,0.06,Cable Tool,Not Suitable,Good
Davanagere,Karnataka,KA-Site-1404,12.604042,76.824311,Schist,Semi-confined,146,27.52,108,8.18,220,417,4.7,1.93,Percussion Drilling,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1405,15.827066,75.537272,Laterite,Unconfined,116,28.26,81,6.97,986,249,41.24,0.31,Auger Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-1406,15.540416,76.451096,Laterite,Semi-confined,79,17.29,68,8.09,665,376,43.09,1.48,Auger Drilling,Not Suitable,Good
Mysuru,Karnataka,KA-Site-1407,16.282458,76.16699,Basalt,Fractured,96,26.29,190,8.35,1102,311,36.74,1.82,Percussion Drilling,Suitable,Moderate
Davanagere,Karnataka,KA-Site-1408,13.798501,76.21969,Alluvium,Confined,114,13.83,203,6.94,692,32,9.93,0.0,Down-the-Hole,Suitable,Good
Hassan,Karnataka,KA-Site-1409,15.844459,77.431366,Basalt,Confined,151,5.8,206,8.87,1315,443,37.35,0.8,Auger Drilling,Suitable,Moderate
Belagavi,Karnataka,KA-Site-1410,15.31832,77.748723,Granite,Unconfined,154,18.44,147,7.42,952,74,18.87,1.11,Cable Tool,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1411,17.156831,76.754004,Basalt,Semi-confined,115,22.05,117,6.78,1666,306,48.89,0.36,Auger Drilling,Suitable,Poor
Hassan,Karnataka,KA-Site-1412,17.954843,74.797025,Schist,Semi-confined,120,18.21,119,7.78,258,325,37.61,1.72,Cable Tool,Suitable,Moderate
Belagavi,Karnataka,KA-Site-1413,17.491831,78.025511,Laterite,Fractured,172,18.73,109,8.34,413,274,46.73,0.23,Down-the-Hole,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1414,14.547783,74.331025,Schist,Semi-confined,57,17.46,231,7.3,1417,64,19.4,0.86,Percussion Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-1415,18.284652,77.176379,Schist,Fractured,83,8.59,125,7.46,1267,431,40.68,0.99,Down-the-Hole,Suitable,Moderate
Hassan,Karnataka,KA-Site-1416,18.270782,75.975818,Gneiss,Confined,129,28.76,101,7.5,1362,468,25.19,1.26,Auger Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-1417,15.594381,74.054844,Alluvium,Semi-confined,101,8.31,248,7.09,1123,84,32.66,0.82,Auger Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1418,12.05404,76.643096,Alluvium,Semi-confined,78,1.44,267,6.83,740,311,53.69,0.95,Cable Tool,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1419,16.556213,74.590333,Schist,Semi-confined,188,5.93,172,7.57,1025,409,56.83,1.41,Cable Tool,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1420,16.137489,75.474771,Basalt,Semi-confined,143,14.4,187,7.44,682,423,0.0,0.48,Percussion Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1421,13.379879,75.941326,Alluvium,Unconfined,179,12.38,171,6.82,624,484,54.09,0.84,Percussion Drilling,Suitable,Moderate
Kolar,Karnataka,KA-Site-1422,15.849115,74.411171,Laterite,Fractured,166,15.82,73,6.9,1448,302,41.3,1.71,Rotary Drilling,Not Suitable,Moderate
Belagavi,Karnataka,KA-Site-1423,15.275927,75.922877,Alluvium,Fractured,122,4.56,288,7.74,357,263,30.22,1.12,Percussion Drilling,Suitable,Good
Belagavi,Karnataka,KA-Site-1424,16.132805,74.309513,Schist,Unconfined,154,14.05,112,7.11,100,191,18.79,0.69,Down-the-Hole,Not Suitable,Good
Hassan,Karnataka,KA-Site-1425,17.783298,74.170774,Gneiss,Fractured,125,28.54,119,6.0,618,344,27.82,1.11,Down-the-Hole,Not Suitable,Good
Chitradurga,Karnataka,KA-Site-1426,12.640008,77.304455,Basalt,Unconfined,160,23.18,214,7.32,691,187,0.0,1.4,Down-the-Hole,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1427,12.646696,74.180665,Laterite,Semi-confined,113,11.18,61,7.74,754,563,32.32,0.74,Percussion Drilling,Suitable,Good
Kolar,Karnataka,KA-Site-1428,14.854185,74.838876,Gneiss,Semi-confined,105,8.0,103,7.02,986,309,29.5,1.05,Cable Tool,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1429,12.639244,74.909379,Basalt,Semi-confined,175,23.5,205,8.0,1098,353,68.86,1.27,Down-the-Hole,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-1430,14.814065,75.326563,Gneiss,Semi-confined,86,25.05,120,7.5,1081,147,37.2,0.66,Cable Tool,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1431,12.196496,76.952728,Gneiss,Confined,96,28.85,142,7.12,1214,387,23.46,2.33,Cable Tool,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1432,12.150382,75.69874,Granite,Semi-confined,59,12.93,181,7.68,601,362,41.35,1.4,Down-the-Hole,Not Suitable,Good
Ballari,Karnataka,KA-Site-1433,17.723524,76.022012,Gneiss,Fractured,38,28.32,80,7.62,973,370,55.39,0.59,Percussion Drilling,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1434,18.281897,75.437399,Granite,Fractured,94,7.33,150,7.95,501,141,21.78,0.78,Cable Tool,Suitable,Good
Tumakuru,Karnataka,KA-Site-1435,17.025261,75.4269,Laterite,Semi-confined,133,21.54,99,7.51,100,20,16.55,0.77,Auger Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-1436,17.329062,74.473483,Gneiss,Unconfined,168,8.53,111,7.6,2174,501,44.02,0.25,Auger Drilling,Not Suitable,Poor
Belagavi,Karnataka,KA-Site-1437,12.093464,76.579957,Granite,Semi-confined,152,18.15,124,7.53,469,302,19.9,0.76,Auger Drilling,Suitable,Good
Hassan,Karnataka,KA-Site-1438,18.030615,77.238926,Laterite,Confined,85,6.94,105,6.74,1004,497,41.47,0.83,Down-the-Hole,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-1439,16.733512,77.825535,Granite,Semi-confined,150,20.39,59,7.83,171,216,21.76,1.63,Rotary Drilling,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-1440,17.91331,76.059713,Schist,Unconfined,90,21.07,190,7.61,635,419,41.31,0.82,Cable Tool,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1441,12.127442,77.073725,Laterite,Fractured,86,13.35,107,7.63,1303,206,25.64,1.3,Cable Tool,Suitable,Moderate
Mysuru,Karnataka,KA-Site-1442,17.888218,77.287394,Granite,Confined,157,25.72,141,8.21,1253,275,7.54,1.8,Rotary Drilling,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1443,12.084285,75.308172,Gneiss,Semi-confined,50,10.53,119,6.63,942,288,58.47,0.13,Auger Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1444,13.772034,75.845404,Alluvium,Confined,129,12.31,212,7.82,347,393,65.63,1.14,Auger Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-1445,17.110013,77.244493,Alluvium,Confined,188,12.89,338,8.12,1249,205,3.88,0.81,Percussion Drilling,Suitable,Moderate
Davanagere,Karnataka,KA-Site-1446,14.690092,78.487233,Schist,Confined,72,20.28,117,8.07,1056,468,8.33,1.42,Down-the-Hole,Suitable,Moderate
Kolar,Karnataka,KA-Site-1447,15.340469,76.853166,Granite,Unconfined,151,27.46,125,7.41,912,222,0.0,0.46,Auger Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1448,13.688023,77.427744,Schist,Fractured,186,25.81,141,7.5,145,244,16.37,0.4,Rotary Drilling,Suitable,Good
Ballari,Karnataka,KA-Site-1449,14.364326,78.463039,Gneiss,Confined,143,13.81,86,6.7,843,168,25.8,0.25,Down-the-Hole,Not Suitable,Moderate
Mysuru,Karnataka,KA-Site-1450,17.033559,76.549708,Basalt,Fractured,123,23.1,97,6.64,922,160,0.0,1.61,Down-the-Hole,Suitable,Moderate
Ballari,Karnataka,KA-Site-1451,16.683629,77.74627,Basalt,Semi-confined,95,20.55,199,7.54,697,154,23.77,0.99,Percussion Drilling,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1452,13.983075,74.138272,Alluvium,Confined,160,8.52,270,7.84,1446,346,12.19,0.83,Rotary Drilling,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1453,15.580202,76.752821,Laterite,Unconfined,156,24.27,107,6.72,1159,507,20.4,0.0,Auger Drilling,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-1454,13.077757,76.276148,Laterite,Fractured,134,20.15,98,6.67,162,177,58.76,1.0,Percussion Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1455,11.661369,78.362301,Alluvium,Semi-confined,143,11.65,308,8.25,650,424,25.27,0.47,Rotary Drilling,Suitable,Good
Tumakuru,Karnataka,KA-Site-1456,15.359363,75.43645,Granite,Confined,85,15.61,154,7.39,100,356,19.26,0.0,Percussion Drilling,Suitable,Good
Shivamogga,Karnataka,KA-Site-1457,15.110153,77.357517,Basalt,Semi-confined,108,14.49,162,6.65,255,205,51.13,2.22,Cable Tool,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1458,13.12525,77.234129,Gneiss,Semi-confined,121,18.68,146,7.26,1089,252,71.1,1.49,Auger Drilling,Not Suitable,Moderate
Ballari,Karnataka,KA-Site-1459,17.625413,77.679122,Granite,Unconfined,177,15.83,137,6.98,930,394,0.0,1.63,Auger Drilling,Not Suitable,Moderate
Ballari,Karnataka,KA-Site-1460,15.041484,76.292308,Basalt,Fractured,139,23.13,291,7.38,814,429,22.92,0.85,Down-the-Hole,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1461,15.029039,77.619052,Alluvium,Confined,52,12.01,283,7.95,534,128,37.63,0.31,Percussion Drilling,Suitable,Good
Udupi,Karnataka,KA-Site-1462,11.597954,77.295656,Gneiss,Fractured,94,22.34,91,7.88,1687,196,65.99,0.47,Cable Tool,Not Suitable,Poor
Mysuru,Karnataka,KA-Site-1463,15.937814,74.515915,Schist,Fractured,148,21.4,171,7.11,614,71,15.23,1.2,Auger Drilling,Not Suitable,Moderate
Ballari,Karnataka,KA-Site-1464,15.967626,76.544625,Basalt,Confined,96,10.65,127,7.78,650,142,45.99,0.45,Percussion Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1465,14.014209,76.159804,Schist,Unconfined,157,10.52,168,6.08,905,388,56.22,1.71,Auger Drilling,Not Suitable,Moderate
Ballari,Karnataka,KA-Site-1466,13.146089,77.391298,Basalt,Semi-confined,114,26.63,192,7.63,1008,292,60.23,0.01,Auger Drilling,Not Suitable,Moderate
Belagavi,Karnataka,KA-Site-1467,12.627519,78.41202,Alluvium,Semi-confined,160,1.92,313,7.85,1189,118,50.0,0.2,Down-the-Hole,Suitable,Moderate
Udupi,Karnataka,KA-Site-1468,14.801109,75.097207,Gneiss,Fractured,118,13.73,96,7.04,100,405,74.41,1.16,Percussion Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-1469,17.953152,74.804118,Laterite,Unconfined,111,8.69,88,7.63,821,20,20.09,0.09,Auger Drilling,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1470,18.038538,76.406329,Basalt,Confined,202,22.34,163,7.25,915,128,14.66,0.0,Auger Drilling,Not Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1471,18.377429,74.70517,Basalt,Semi-confined,83,12.96,184,7.8,916,204,26.8,0.18,Rotary Drilling,Not Suitable,Moderate
Belagavi,Karnataka,KA-Site-1472,13.109927,76.781408,Laterite,Fractured,106,6.69,141,6.95,772,292,16.25,1.46,Down-the-Hole,Suitable,Good
Dakshina Kannada,Karnataka,KA-Site-1473,14.825117,75.748086,Alluvium,Confined,152,10.67,240,7.57,467,348,42.71,0.54,Cable Tool,Suitable,Moderate
Belagavi,Karnataka,KA-Site-1474,15.182999,77.82728,Schist,Semi-confined,46,28.29,143,6.36,1876,229,44.93,0.78,Rotary Drilling,Suitable,Poor
Hassan,Karnataka,KA-Site-1475,13.183842,75.233111,Laterite,Unconfined,183,17.64,111,6.86,1113,192,26.64,1.99,Percussion Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1476,18.088551,77.327013,Gneiss,Confined,141,18.53,108,7.85,1720,495,53.06,0.62,Auger Drilling,Not Suitable,Poor
Shivamogga,Karnataka,KA-Site-1477,12.796232,76.49679,Granite,Fractured,139,27.1,128,8.74,954,193,0.0,0.98,Down-the-Hole,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1478,16.953667,76.529352,Laterite,Confined,30,29.84,130,7.18,888,519,32.94,1.48,Down-the-Hole,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-1479,14.381556,74.485207,Gneiss,Confined,179,28.03,91,6.95,385,370,13.0,0.87,Down-the-Hole,Suitable,Good
Ballari,Karnataka,KA-Site-1480,15.819536,76.490705,Granite,Fractured,134,7.21,140,8.31,1187,343,43.33,1.2,Percussion Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1481,17.990286,78.454707,Basalt,Fractured,82,16.48,188,7.41,1602,177,24.57,0.26,Cable Tool,Suitable,Poor
Mysuru,Karnataka,KA-Site-1482,13.357268,76.935436,Alluvium,Semi-confined,166,8.83,349,6.59,1241,200,18.35,0.52,Down-the-Hole,Suitable,Moderate
Davanagere,Karnataka,KA-Site-1483,16.977076,77.185514,Granite,Unconfined,116,25.96,117,6.98,1343,175,37.01,0.57,Percussion Drilling,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1484,14.241213,74.336793,Granite,Semi-confined,120,16.88,75,6.14,847,235,16.48,1.59,Rotary Drilling,Not Suitable,Moderate
Ballari,Karnataka,KA-Site-1485,16.506204,75.662654,Alluvium,Confined,184,14.31,133,7.73,952,298,35.69,2.09,Auger Drilling,Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1486,15.389443,76.853396,Granite,Fractured,101,26.85,119,8.41,1759,211,0.0,0.0,Percussion Drilling,Not Suitable,Poor
Davanagere,Karnataka,KA-Site-1487,11.614141,74.783289,Laterite,Semi-confined,172,11.97,88,6.12,1024,164,56.0,1.04,Rotary Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-1488,17.345883,74.866335,Alluvium,Semi-confined,59,10.93,68,7.09,553,352,95.71,1.22,Down-the-Hole,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1489,15.101125,76.562713,Gneiss,Semi-confined,94,19.26,119,8.49,1172,333,15.54,0.83,Rotary Drilling,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-1490,16.913265,77.175407,Schist,Unconfined,47,7.97,154,7.45,971,273,49.92,1.24,Down-the-Hole,Suitable,Moderate
Kolar,Karnataka,KA-Site-1491,13.473708,75.2955,Basalt,Unconfined,109,6.58,213,6.82,1004,383,53.37,0.98,Rotary Drilling,Suitable,Moderate
Belagavi,Karnataka,KA-Site-1492,12.284796,75.714818,Laterite,Fractured,135,24.36,99,7.36,1070,201,32.21,1.46,Down-the-Hole,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1493,13.523348,75.58092,Schist,Unconfined,68,11.07,99,7.9,990,158,18.39,1.1,Auger Drilling,Not Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1494,18.015859,74.744839,Laterite,Fractured,147,8.61,140,7.89,1892,225,28.3,0.0,Cable Tool,Suitable,Poor
Chitradurga,Karnataka,KA-Site-1495,16.106648,75.947179,Laterite,Semi-confined,99,13.34,133,6.95,231,237,49.82,0.44,Percussion Drilling,Not Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1496,14.088268,77.323507,Basalt,Unconfined,104,12.35,97,8.37,762,184,44.8,1.69,Cable Tool,Suitable,Moderate
Ballari,Karnataka,KA-Site-1497,12.338449,74.734951,Basalt,Unconfined,164,13.74,202,6.69,1036,222,58.05,1.15,Down-the-Hole,Suitable,Moderate
Mysuru,Karnataka,KA-Site-1498,17.30121,75.285464,Gneiss,Unconfined,155,9.63,145,6.93,949,182,23.72,0.77,Auger Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-1499,13.151829,75.281564,Laterite,Unconfined,131,11.06,70,7.72,781,20,15.77,1.08,Cable Tool,Suitable,Moderate
Belagavi,Karnataka,KA-Site-1500,11.675254,76.017075,Alluvium,Semi-confined,130,9.55,330,6.97,551,188,28.95,1.15,Rotary Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-1501,12.958084,77.181486,Schist,Fractured,80,26.98,107,7.81,303,288,8.9,1.42,Rotary Drilling,Suitable,Good
Kolar,Karnataka,KA-Site-1502,13.109087,77.678058,Schist,Unconfined,134,10.87,114,8.5,1037,206,18.23,0.49,Rotary Drilling,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1503,14.008261,76.939806,Basalt,Semi-confined,93,5.25,154,6.0,495,510,23.11,1.23,Down-the-Hole,Suitable,Moderate
Mandya,Karnataka,KA-Site-1504,11.567079,78.348887,Schist,Semi-confined,137,13.54,64,7.15,1301,236,15.25,2.17,Auger Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-1505,12.130517,78.484526,Granite,Fractured,192,15.17,134,7.81,929,222,13.33,1.04,Percussion Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-1506,11.934317,74.367342,Granite,Confined,101,12.46,43,7.63,1117,540,14.23,0.28,Cable Tool,Not Suitable,Moderate
Shivamogga,Karnataka,KA-Site-1507,14.938072,75.886566,Alluvium,Confined,156,7.74,220,6.75,1115,20,37.22,1.7,Cable Tool,Suitable,Moderate
Kolar,Karnataka,KA-Site-1508,16.882392,75.593993,Laterite,Confined,125,22.36,93,7.74,1076,170,0.0,1.01,Auger Drilling,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-1509,11.899046,75.713527,Schist,Fractured,150,14.87,138,8.5,228,110,27.17,0.83,Percussion Drilling,Suitable,Good
Hassan,Karnataka,KA-Site-1510,17.945646,74.478639,Basalt,Semi-confined,111,10.27,232,7.11,1130,247,68.8,1.25,Percussion Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-1511,14.073827,77.518974,Gneiss,Confined,162,23.87,101,9.0,1155,393,52.9,1.12,Down-the-Hole,Suitable,Moderate
Udupi,Karnataka,KA-Site-1512,17.653224,76.899937,Alluvium,Semi-confined,118,6.21,338,8.54,264,169,59.84,0.0,Auger Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-1513,14.496944,75.186085,Laterite,Fractured,127,6.69,125,7.92,782,182,52.7,0.78,Percussion Drilling,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-1514,14.012793,76.425901,Laterite,Semi-confined,112,24.92,82,8.07,447,266,32.76,0.54,Percussion Drilling,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1515,11.951063,77.302236,Laterite,Confined,64,18.49,94,7.25,380,273,58.18,1.08,Rotary Drilling,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-1516,12.807379,77.323474,Alluvium,Unconfined,91,7.71,335,7.31,1186,241,30.68,0.58,Percussion Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-1517,16.59478,76.798352,Basalt,Semi-confined,151,22.3,221,7.69,1329,195,0.0,1.19,Down-the-Hole,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-1518,13.405532,75.539346,Granite,Semi-confined,134,28.27,82,7.58,1120,408,36.99,0.64,Down-the-Hole,Suitable,Moderate
Davanagere,Karnataka,KA-Site-1519,15.180522,78.001805,Granite,Semi-confined,101,16.9,114,7.96,502,311,33.55,0.73,Auger Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-1520,16.901485,77.793695,Granite,Fractured,159,22.77,190,7.49,482,427,67.31,0.61,Percussion Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-1521,16.659181,76.980114,Alluvium,Unconfined,160,7.28,268,7.93,1077,372,39.21,0.38,Cable Tool,Not Suitable,Moderate
